ID	Group	Init. Comp.	It	Rt	g_a	f_a	r_a
Ind1729	163	S	no	no	-0.667148	0.0293884	0.277508
Ind1730	164	I	no	5.34969	-0.512598	1.03763	0.776528
Ind1731	164	I	no	8.63787	-1.99536	0.147486	0.18155
Ind1732	164	S	no	no	2.59055	2.24241	-0.456875
Ind1733	164	S	no	no	0.46335	-0.208466	1.00481
Ind1734	164	S	no	no	0.0811347	-0.378735	-0.461016
Ind1735	164	S	no	no	-0.432207	0.686412	-1.59394
Ind1736	164	S	no	no	0.310751	0.38053	0.223494
Ind1737	164	S	2.39311	20.7329	0.987815	2.93532	1.16301
Ind1738	164	S	no	no	0.103514	-1.3347	0.40557
Ind1739	164	S	no	no	-1.16172	-1.15918	-0.458861
Ind1740	165	I	no	9.47555	0.00325376	1.93698	0.561561
Ind1741	165	I	no	9.45307	0.508512	2.07184	-0.0257215
Ind1742	165	S	no	no	3.14115	1.03872	-0.327523
Ind1743	165	S	no	no	-1.1881	-1.23592	0.501276
Ind1744	165	S	no	no	0.544475	-0.602613	-1.34552
Ind1745	165	S	no	no	-0.250738	-0.800486	0.154717
Ind1746	165	S	no	no	-3.55174	-0.00763887	1.00915
Ind1747	165	S	no	no	1.71125	1.00981	-0.117947
Ind1748	165	S	no	no	-0.245491	1.26218	0.930358
Ind1749	165	S	no	no	2.04418	0.42068	-0.597634
Ind1750	166	I	no	40.1682	-0.992886	-0.392671	1.17475
Ind1751	166	I	no	14.3333	0.368166	1.37448	0.0304421
Ind1752	166	S	no	no	-0.761854	0.179835	-0.149564
Ind1753	166	S	no	no	-0.67041	-0.0333296	-0.169915
Ind1754	166	S	no	no	0.0027896	-1.86945	-0.472995
Ind1755	166	S	no	no	1.06302	-0.858817	-0.653517
Ind1756	166	S	no	no	-1.24382	-0.206197	0.599123
Ind1757	166	S	no	no	0.416477	1.32582	-0.785656
Ind1758	166	S	no	no	-0.110704	-1.02189	-1.44598
Ind1759	166	S	no	no	0.0996221	0.0843345	0.0978961
Ind1760	167	I	no	4.07245	1.64997	0.944211	-0.567065
Ind1761	167	I	no	29.7824	1.13032	-0.392894	0.356174
Ind1762	167	S	4.80256	15.6869	-1.14524	-0.40957	0.463396
Ind1763	167	S	1.61799	2.99608	-0.350761	-0.0883222	-0.592427
Ind1764	167	S	1.04343	8.20562	2.15954	0.457717	-0.81971
Ind1765	167	S	3.79856	18.6316	0.357628	1.14697	1.45385
Ind1766	167	S	1.85558	10.0848	0.117427	0.136966	-1.02829
Ind1767	167	S	0.358397	8.65756	1.04814	0.408837	-0.121285
Ind1768	167	S	0.644203	24.895	0.725917	-0.096621	-0.0698934
Ind1769	167	S	no	no	-1.6739	-1.56841	-1.0755
Ind1770	168	I	no	1.89599	0.55929	0.145675	0.198213
Ind1771	168	I	no	1.76687	0.546068	-0.442984	0.725293
Ind1772	168	S	1.01557	17.0919	1.46354	2.40708	0.624849
Ind1773	168	S	0.805727	25.6778	-1.09808	0.690895	0.524176
Ind1774	168	S	1.8309	4.60206	-1.35985	1.19	0.324143
Ind1775	168	S	no	no	1.28646	-0.407158	0.069949
Ind1776	168	S	1.42231	2.83271	2.51245	1.97272	-0.410604
Ind1777	168	S	no	no	-1.59262	-1.42945	0.204463
Ind1778	168	S	0.102901	75.0872	0.898454	0.999528	0.357793
Ind1779	168	S	no	no	-1.28652	-0.249498	-0.985671
Ind1780	169	I	no	3.06711	1.7004	-0.298191	-1.55499
Ind1781	169	I	no	0.891454	-0.112364	-1.46107	-1.24902
Ind1782	169	S	1.98376	10.1599	1.08791	1.21361	0.121566
Ind1783	169	S	no	no	-2.3739	-0.36026	0.518176
Ind1784	169	S	3.75389	8.252	0.415547	0.667375	0.25793
Ind1785	169	S	no	no	0.295128	0.383304	-0.998017
Ind1786	169	S	2.10956	4.6576	0.229197	0.745848	-0.183603
Ind1787	169	S	no	no	-0.724262	-1.41665	-0.296976
Ind1788	169	S	no	no	-2.90469	0.628196	0.333405
Ind1789	169	S	no	no	0.345275	-1.52341	0.580921
Ind1790	170	I	no	0.371456	0.851953	-0.907378	-0.688391
Ind1791	170	I	no	45.045	-0.132497	-0.774129	0.473144
Ind1792	170	S	28.6662	45.3613	-0.391113	0.53143	0.1348
Ind1793	170	S	no	no	-2.05537	-0.751641	0.141194
Ind1794	170	S	28.0861	41.1152	-0.198899	1.07805	0.272406
Ind1795	170	S	28.1371	28.5341	-0.432703	0.410057	0.21202
Ind1796	170	S	no	no	-0.271678	-0.805476	-0.200032
Ind1797	170	S	no	no	-0.620938	-0.192874	-0.501335
Ind1798	170	S	28.6145	36.08	1.13383	-0.676394	-1.19662
Ind1799	170	S	27.452	33.3368	2.03414	1.58438	2.15567
Ind1800	171	I	no	12.706	0.0576192	-0.325111	0.448511
Ind1801	171	I	no	7.14405	-0.734145	-0.187212	-0.269028
Ind1802	171	S	3.77085	52.4395	0.305625	-0.174963	0.991096
Ind1803	171	S	no	no	-0.811836	-0.844096	0.392365
Ind1804	171	S	no	no	-0.918502	0.222449	-0.834228
Ind1805	171	S	no	no	-1.74762	-0.780311	-0.366003
Ind1806	171	S	no	no	-1.57466	-1.85281	0.0527841
Ind1807	171	S	no	no	1.78039	-1.27919	-0.635174
Ind1808	171	S	no	no	-0.377749	1.33869	0.373957
Ind1809	171	S	no	no	-0.334251	1.16772	-0.957345
Ind1810	172	I	no	3.29171	1.23039	1.22422	0.513318
Ind1811	172	I	no	15.343	0.855081	0.666802	-0.0247999
Ind1812	172	S	2.40815	10.5977	-0.424787	1.0854	1.50271
Ind1813	172	S	no	no	-0.973349	-0.450019	1.65236
Ind1814	172	S	no	no	-0.753117	-0.922978	-0.0138557
Ind1815	172	S	3.14192	8.19682	-0.88163	-1.41771	0.343182
Ind1816	172	S	no	no	-0.969471	0.276066	0.332958
Ind1817	172	S	no	no	0.152759	-0.176556	0.194737
Ind1818	172	S	0.483853	2.55688	1.19328	0.603585	0.1008
Ind1819	172	S	no	no	0.0916698	-0.178712	-0.179277
Ind1820	173	I	no	3.31114	-0.948179	-0.495581	0.125676
Ind1821	173	I	no	13.4352	-1.10807	-0.177668	0.970966
Ind1822	173	S	no	no	-0.0945643	-0.212448	-1.91024
Ind1823	173	S	2.92043	4.89748	0.621429	-0.122787	-0.58438
Ind1824	173	S	no	no	0.852378	-1.9669	0.0471889
Ind1825	173	S	no	no	-0.206309	0.702053	0.533837
Ind1826	173	S	no	no	-0.993821	0.132851	0.656154
Ind1827	173	S	no	no	-0.94642	-0.55551	-0.415214
Ind1828	173	S	no	no	0.566596	1.48813	-0.281653
Ind1829	173	S	no	no	-0.339191	-1.03032	0.500993
Ind1830	174	I	no	3.82251	0.0675119	0.580885	0.307248
Ind1831	174	I	no	1.22003	0.863278	-0.906627	-0.486293
Ind1832	174	S	no	no	-1.12768	-0.536431	0.715952
Ind1833	174	S	3.53921	69.6294	0.997828	1.4651	1.10353
Ind1834	174	S	26.5524	34.6556	0.294657	0.109406	0.551337
Ind1835	174	S	no	no	0.714229	-1.62825	-0.00573617
Ind1836	174	S	6.46318	14.301	1.03089	-0.699021	0.167101
Ind1837	174	S	no	no	-0.24277	-0.709891	0.610543
Ind1838	174	S	1.14102	7.41687	0.9858	1.53602	-0.198863
Ind1839	174	S	7.09802	11.1432	0.813033	-0.118889	-0.877358
Ind1840	175	I	no	6.20518	-0.022417	0.599528	0.400764
Ind1841	175	I	no	0.271152	-0.00247431	-0.156771	0.234727
Ind1842	175	S	no	no	-0.242354	-1.26697	1.75396
Ind1843	175	S	no	no	0.754817	-0.0878139	-0.299231
Ind1844	175	S	no	no	-1.70131	-1.31678	1.1909
Ind1845	175	S	no	no	1.26415	0.845422	-0.233912
Ind1846	175	S	no	no	0.449623	-1.04982	-0.633674
Ind1847	175	S	no	no	-3.15982	-0.274924	0.0258115
Ind1848	175	S	no	no	-0.0933466	-0.186524	-0.542192
Ind1849	175	S	no	no	1.27607	-0.476876	-0.0879378
Ind1850	176	I	no	1.25052	1.40671	-0.531164	-1.33593
Ind1851	176	I	no	14.7521	1.79603	0.0946303	-0.215524
Ind1852	176	S	no	no	1.20035	1.0103	-1.12107
Ind1853	176	S	no	no	-2.77821	-1.61079	0.413137
Ind1854	176	S	no	no	1.24082	0.954504	0.111287
Ind1855	176	S	9.07852	10.5803	-0.126564	0.483584	0.763717
Ind1856	176	S	no	no	0.968621	-0.259263	-1.03694
Ind1857	176	S	0.0324698	17.6964	-1.96256	-0.828416	-0.0785604
Ind1858	176	S	no	no	-0.652455	-0.647386	-1.43431
Ind1859	176	S	no	no	-1.68759	-1.10617	-0.325398
Ind1860	177	I	no	14.5044	0.0319914	0.0344847	0.103987
Ind1861	177	I	no	1.67047	1.06864	0.653783	-0.168468
Ind1862	177	S	11.0961	11.8201	1.61294	0.206191	-1.43736
Ind1863	177	S	0.86453	20.9379	0.770802	1.82598	-0.111533
Ind1864	177	S	no	no	-0.654765	-0.569746	0.24133
Ind1865	177	S	2.37148	3.21212	-0.183738	0.0553673	0.356926
Ind1866	177	S	1.60123	3.46931	-0.214128	0.703667	-0.492671
Ind1867	177	S	7.1771	10.3386	0.476878	-0.22347	-0.218444
Ind1868	177	S	no	no	2.28961	-0.739188	-1.11376
Ind1869	177	S	1.80525	12.0022	2.38012	3.05798	0.157933
Ind1870	178	I	no	69.5886	0.489162	0.0787744	0.880738
Ind1871	178	I	no	13.5593	0.118424	-0.351355	0.542452
Ind1872	178	S	4.91071	6.45733	2.299	1.61085	-0.688515
Ind1873	178	S	7.95369	9.06937	0.656778	0.601061	-1.1209
Ind1874	178	S	6.06232	8.63313	0.681942	-1.54413	0.514395
Ind1875	178	S	no	no	-1.23228	-1.04051	-0.0632768
Ind1876	178	S	no	no	-1.03021	-0.0962253	1.26981
Ind1877	178	S	53.5289	89.1883	1.44195	1.46809	0.975437
Ind1878	178	S	6.39161	43.777	-0.53257	0.593465	1.07541
Ind1879	178	S	15.1565	18.012	-0.223589	0.223995	-0.982417
Ind1880	179	I	no	3.77647	1.11295	1.2425	0.779251
Ind1881	179	I	no	89.0544	1.56361	-0.145007	0.0427833
Ind1882	179	S	14.9131	45.1068	1.39001	1.50215	1.35627
Ind1883	179	S	40.2334	41.5349	0.245465	-1.32307	0.0440523
Ind1884	179	S	5.80823	7.16342	1.15836	2.35513	-0.186724
Ind1885	179	S	no	no	-0.0740762	-0.410201	-0.772133
Ind1886	179	S	21.0701	22.0949	1.41362	0.946952	-0.429942
Ind1887	179	S	5.68448	41.0804	0.153245	1.8127	0.964101
Ind1888	179	S	25.2488	27.3113	-0.534932	-0.999586	-0.171925
Ind1889	179	S	no	no	1.34619	1.02358	0.894243
Ind1890	180	I	no	25.0132	-0.977824	-0.982003	0.532
Ind1891	180	I	no	6.69532	-1.67415	-1.80851	0.330515
Ind1892	180	S	no	no	-1.68507	0.352034	-0.192874
Ind1893	180	S	no	no	0.478287	1.32731	0.738411
Ind1894	180	S	no	no	-0.194917	0.753514	0.923613
Ind1895	180	S	no	no	-0.568544	-0.325201	-0.17615
Ind1896	180	S	no	no	1.30484	-2.32988	-1.35183
Ind1897	180	S	no	no	2.0505	1.2115	0.364403
Ind1898	180	S	no	no	0.541102	-0.114055	0.40539
Ind1899	180	S	no	no	0.0359534	0.224604	0.441231
Ind1900	181	I	no	72.7056	-0.970814	0.0278176	0.922066
Ind1901	181	I	no	15.4867	-0.388012	-2.14974	0.445128
Ind1902	181	S	no	no	-0.369308	0.10507	-0.500064
Ind1903	181	S	no	no	-1.46826	-2.00092	-0.215738
Ind1904	181	S	3.41464	8.56648	-0.457524	1.80218	0.554038
Ind1905	181	S	17.3723	17.6654	-0.141018	0.921864	-1.37201
Ind1906	181	S	no	no	-0.292434	-0.251256	-0.12103
Ind1907	181	S	no	no	-1.02765	-0.905026	0.114144
Ind1908	181	S	no	no	-0.128468	-0.97199	0.65962
Ind1909	181	S	no	no	-0.39876	-0.13203	0.0910023
Ind1910	182	I	no	32.018	0.122037	0.0389075	0.178941
Ind1911	182	I	no	12.5322	0.67151	0.304352	-0.364343
Ind1912	182	S	no	no	-0.978984	-1.8619	-1.48174
Ind1913	182	S	5.53723	6.27727	-0.623234	-0.712202	-0.796143
Ind1914	182	S	2.01451	8.16836	0.266625	1.55029	1.15735
Ind1915	182	S	7.9993	16.6497	-0.501146	2.28609	0.252614
Ind1916	182	S	2.81237	5.69096	-1.02413	0.441563	0.0228352
Ind1917	182	S	no	no	-1.29615	-1.37982	0.31075
Ind1918	182	S	10.0497	10.5676	-2.3387	-0.108246	0.140761
Ind1919	182	S	no	no	0.591168	-0.655083	-0.560062
Ind1920	183	I	no	6.80402	0.164594	-0.0844117	0.649057
Ind1921	183	I	no	3.32292	0.0519193	-0.268056	0.280398
Ind1922	183	S	no	no	0.542229	0.920596	0.739474
Ind1923	183	S	6.12723	7.8423	1.20756	-0.0606392	0.394632
Ind1924	183	S	no	no	-1.2755	-0.106695	0.708855
Ind1925	183	S	no	no	-0.553124	1.13681	-1.11171
Ind1926	183	S	no	no	-0.330938	0.659016	1.40012
Ind1927	183	S	no	no	1.33878	0.750017	0.254606
Ind1928	183	S	no	no	-0.817721	-1.01902	-1.11896
Ind1929	183	S	no	no	1.29605	0.834625	0.391551
Ind1930	184	I	no	2.00813	-1.18529	-1.53958	0.202373
Ind1931	184	I	no	13.5907	0.404442	-1.33815	0.296357
Ind1932	184	S	no	no	-0.071665	0.452602	0.217891
Ind1933	184	S	no	no	-1.22619	0.572324	0.0154342
Ind1934	184	S	no	no	-1.17449	-0.772491	-0.875236
Ind1935	184	S	no	no	-0.861157	-1.92401	-0.399228
Ind1936	184	S	no	no	-1.5219	-0.898303	1.24238
Ind1937	184	S	no	no	-0.0579702	-0.975442	-0.332141
Ind1938	184	S	11.1494	12.9313	-0.617024	0.445537	-0.754425
Ind1939	184	S	no	no	-0.346492	-0.940008	-0.0756209
Ind1940	185	I	no	0.885907	-1.82471	-1.6148	0.122346
Ind1941	185	I	no	2.65836	-1.28295	0.571334	0.270754
Ind1942	185	S	no	no	-0.254356	-0.0588781	0.354945
Ind1943	185	S	no	no	-0.0929924	0.846097	0.206162
Ind1944	185	S	no	no	2.41398	0.139303	0.73347
Ind1945	185	S	no	no	0.828141	0.132843	0.528166
Ind1946	185	S	no	no	0.600425	0.0418198	-0.575665
Ind1947	185	S	no	no	2.08021	0.265566	-1.41981
Ind1948	185	S	no	no	-0.710497	-1.8907	-0.738298
Ind1949	185	S	no	no	-1.26714	-0.294547	0.54307
Ind1950	186	I	no	6.14238	-0.201417	1.93624	-0.191203
Ind1951	186	I	no	7.53813	-0.716865	0.254931	1.32361
Ind1952	186	S	no	no	0.207224	0.996839	-0.0860163
Ind1953	186	S	no	no	-0.324887	0.940652	-0.446181
Ind1954	186	S	no	no	-0.750234	-0.424395	1.0341
Ind1955	186	S	no	no	1.18972	-0.819897	-0.0992587
Ind1956	186	S	1.10967	9.70993	0.579424	-0.173395	0.460887
Ind1957	186	S	3.27669	9.30736	1.18653	1.97561	0.926896
Ind1958	186	S	no	no	0.72324	1.91532	-0.862219
Ind1959	186	S	no	no	2.15103	0.574656	-0.782769
Ind1960	187	I	no	11.2585	0.375133	1.75199	1.63479
Ind1961	187	I	no	1.47992	-0.281499	1.01746	-0.0311413
Ind1962	187	S	5.25317	63.341	1.18957	-0.09549	0.706026
Ind1963	187	S	no	no	-2.42292	-0.869061	-0.365865
Ind1964	187	S	3.88009	10.765	1.18562	-0.366714	-0.258617
Ind1965	187	S	no	no	-1.12828	-1.09044	1.03924
Ind1966	187	S	3.44485	6.1981	1.80079	1.08577	-0.276812
Ind1967	187	S	0.503854	12.3861	2.02427	1.53998	0.469384
Ind1968	187	S	1.10167	5.80644	0.301286	0.363936	0.665382
Ind1969	187	S	3.69781	60.946	-0.965922	0.872738	1.13986
Ind1970	188	I	no	0.286436	-1.36594	-2.29643	-0.962006
Ind1971	188	I	no	22.0648	-0.588197	0.828697	0.770813
Ind1972	188	S	no	no	-0.342139	-0.480686	-0.364578
Ind1973	188	S	no	no	-1.2385	-2.25355	0.256753
Ind1974	188	S	no	no	0.183114	-0.804959	-0.220472
Ind1975	188	S	14.0262	16.6018	-0.787244	1.64362	-0.517623
Ind1976	188	S	no	no	1.67201	-0.056482	0.213152
Ind1977	188	S	no	no	-0.241897	0.42358	-0.62212
Ind1978	188	S	no	no	-2.77174	-0.912462	-0.0997437
Ind1979	188	S	no	no	1.72338	-0.380506	0.455828
Ind1980	189	I	no	6.17241	2.01698	0.351641	-0.216282
Ind1981	189	I	no	3.23437	1.17214	-0.34351	-0.842107
Ind1982	189	S	1.02224	15.0985	0.940857	-0.883423	-0.511534
Ind1983	189	S	no	no	-1.62144	-0.979501	-0.456741
Ind1984	189	S	13.784	15.7257	-0.77226	-0.891663	-0.752526
Ind1985	189	S	13.5562	47.6243	-0.0764721	0.523291	0.0721626
Ind1986	189	S	no	no	-0.781094	-2.51896	0.195733
Ind1987	189	S	2.34747	5.8128	-1.48419	-0.181389	-0.238275
Ind1988	189	S	4.17546	24.8864	0.469273	0.870827	0.627991
Ind1989	189	S	2.83765	3.09432	-0.562911	-1.26325	-1.57665
Ind1990	190	I	no	19.1823	-1.94785	-1.82961	0.407288
Ind1991	190	I	no	15.2384	-1.21351	1.01015	0.890364
Ind1992	190	S	no	no	0.27562	-1.32665	-0.61388
Ind1993	190	S	no	no	-1.0851	0.604674	-0.170706
Ind1994	190	S	no	no	-2.03517	-0.747547	-0.560889
Ind1995	190	S	no	no	1.34716	1.09418	-0.723349
Ind1996	190	S	no	no	-2.29001	-2.38744	1.59816
Ind1997	190	S	no	no	-0.226515	-1.67554	0.124239
Ind1998	190	S	no	no	-0.390378	0.132221	-1.18733
Ind1999	190	S	no	no	0.65534	0.578838	0.574808
Ind2000	191	I	no	7.60011	-1.10201	-0.177969	0.276202
Ind2001	191	I	no	3.09289	-0.200676	-0.0165994	-1.00795
Ind2002	191	S	no	no	0.0740383	-0.542334	0.822674
Ind2003	191	S	no	no	0.698949	1.39244	0.155968
Ind2004	191	S	no	no	1.14478	0.952304	0.393394
Ind2005	191	S	no	no	-1.09225	-0.416891	-0.41836
Ind2006	191	S	no	no	1.71722	0.574973	0.205056
Ind2007	191	S	no	no	-0.166329	0.749843	1.79064
Ind2008	191	S	no	no	-0.326099	-0.40225	1.62198
Ind2009	191	S	no	no	-1.84997	-0.727545	0.751855
Ind2010	192	I	no	0.256603	1.22576	-1.14591	-1.22655
Ind2011	192	I	no	1.55914	-1.09714	0.927994	0.202354
Ind2012	192	S	no	no	-0.869671	0.183502	0.105885
Ind2013	192	S	no	no	1.94876	1.18239	-0.88572
Ind2014	192	S	no	no	0.05381	-0.990742	-0.381712
Ind2015	192	S	no	no	1.9327	0.313159	-0.589969
Ind2016	192	S	no	no	1.50392	-1.03982	-1.27308
Ind2017	192	S	no	no	1.76716	-0.617689	-0.32497
Ind2018	192	S	no	no	0.254824	-1.32088	1.19133
Ind2019	192	S	no	no	-2.05612	-1.24007	-0.554447
Ind2020	193	I	no	1.81021	0.494477	0.586505	0.255175
Ind2021	193	I	no	6.52832	-1.70165	-2.91839	1.16117
Ind2022	193	S	no	no	0.521026	-0.690773	0.387338
Ind2023	193	S	no	no	0.870802	-0.241133	-0.479359
Ind2024	193	S	no	no	-0.478976	-0.553059	0.817759
Ind2025	193	S	no	no	-0.694093	-0.527795	-1.20651
Ind2026	193	S	no	no	0.337413	-0.327615	-0.115034
Ind2027	193	S	no	no	0.286848	1.06497	-0.47957
Ind2028	193	S	no	no	-0.11482	-0.582974	0.709425
Ind2029	193	S	no	no	0.568472	0.490263	-0.125298
Ind2030	194	I	no	3.84324	-0.606952	-0.710332	-0.252125
Ind2031	194	I	no	2.22987	-2.33354	-1.53771	0.0372622
Ind2032	194	S	no	no	0.555451	0.222111	-0.687698
Ind2033	194	S	no	no	-0.67765	-0.580069	0.173602
Ind2034	194	S	no	no	1.62792	1.17739	-0.753831
Ind2035	194	S	2.7039	4.89167	1.99231	2.19423	-1.2689
Ind2036	194	S	no	no	0.795496	0.764987	-1.44987
Ind2037	194	S	no	no	-0.553712	-1.83549	0.16967
Ind2038	194	S	no	no	0.0196952	-0.935339	0.244284
Ind2039	194	S	no	no	1.58595	-0.509303	0.809618
Ind2040	195	I	no	4.42977	0.930883	-0.537385	0.328674
Ind2041	195	I	no	1.71846	0.54201	-1.57402	-0.970176
Ind2042	195	S	no	no	0.157893	-2.01136	-0.468793
Ind2043	195	S	1.85537	32.6485	-0.655478	-0.943477	1.10345
Ind2044	195	S	1.78992	7.82286	0.518627	0.917536	-1.1742
Ind2045	195	S	0.588878	0.681511	0.415312	-0.454132	-1.78772
Ind2046	195	S	no	no	0.695989	-1.38412	-0.169284
Ind2047	195	S	no	no	2.43797	-0.611974	-0.0432833
Ind2048	195	S	0.698571	1.31598	0.800754	0.0829423	-1.60361
Ind2049	195	S	1.33486	4.50024	0.865349	0.68937	-0.539906
Ind2050	196	I	no	11.9318	0.624784	-0.871558	-0.20081
Ind2051	196	I	no	0.704328	-0.870145	-0.513915	0.592331
Ind2052	196	S	no	no	1.86054	-1.32457	-0.94498
Ind2053	196	S	0.706047	2.44719	1.23228	1.45271	-0.453926
Ind2054	196	S	1.94586	2.56514	0.930118	-0.847551	-0.866216
Ind2055	196	S	7.20799	7.68509	0.846747	0.233151	-1.69984
Ind2056	196	S	no	no	1.96965	0.373819	-0.491019
Ind2057	196	S	8.0816	11.3988	-1.20217	-0.757721	-0.573448
Ind2058	196	S	2.39268	11.7364	0.00962733	1.68416	-0.86656
Ind2059	196	S	no	no	0.593959	-0.501247	0.279962
Ind2060	197	I	no	8.89202	-0.595519	-1.09782	0.715006
Ind2061	197	I	no	14.6346	-0.490118	-1.80234	0.583082
Ind2062	197	S	no	no	-0.157365	0.910771	-0.842303
Ind2063	197	S	no	no	-1.97323	0.203621	-0.547284
Ind2064	197	S	no	no	-1.62822	0.788873	0.171902
Ind2065	197	S	no	no	0.0103525	-0.68603	-0.442256
Ind2066	197	S	no	no	2.17177	1.09862	-0.114949
Ind2067	197	S	no	no	0.336739	1.09207	-0.122279
Ind2068	197	S	no	no	-0.121969	-0.361152	0.809984
Ind2069	197	S	no	no	1.04363	0.198958	0.0548601
Ind2070	198	I	no	2.5079	0.0684379	-0.0200583	0.0886464
Ind2071	198	I	no	22.4542	-0.0837458	-0.668145	-0.0803971
Ind2072	198	S	no	no	2.50423	0.637573	-0.123545
Ind2073	198	S	no	no	0.341743	-0.553614	0.179775
Ind2074	198	S	no	no	-1.01692	0.666315	0.0986755
Ind2075	198	S	10.7426	11.5526	-0.454833	0.723674	-0.394619
Ind2076	198	S	no	no	-1.84333	0.309403	0.66375
Ind2077	198	S	no	no	0.494701	-0.699263	-0.439194
Ind2078	198	S	no	no	-0.624755	0.201266	0.57076
Ind2079	198	S	no	no	-0.440902	-0.010101	0.67759
Ind2080	199	I	no	18.876	-1.62496	-1.37304	-0.0110921
Ind2081	199	I	no	3.40746	1.1668	0.420213	0.545302
Ind2082	199	S	1.19258	16.5544	-0.492294	0.533854	1.36419
Ind2083	199	S	1.37541	4.94147	-0.593748	-0.775639	-1.60418
Ind2084	199	S	no	no	-1.26431	0.249325	-1.02294
Ind2085	199	S	2.20674	3.41125	1.32877	2.54936	-1.09969
Ind2086	199	S	0.160908	28.2485	0.300774	0.856034	0.845071
Ind2087	199	S	11.3481	23.4613	0.609059	2.05628	0.0726627
Ind2088	199	S	11.6133	12.3923	2.15319	0.0665421	-1.50415
Ind2089	199	S	23.0547	29.6631	-1.17692	-0.545055	0.441606
Ind2090	200	I	no	29.8884	1.33443	0.674135	-0.312644
Ind2091	200	I	no	6.34275	-1.2095	-1.49233	1.41362
Ind2092	200	S	no	no	-0.236232	0.598296	0.662009
Ind2093	200	S	8.80932	12.7643	2.43196	1.149	-0.518018
Ind2094	200	S	13.7515	14.8984	0.243907	-0.781635	-1.30331
Ind2095	200	S	10.0856	15.3167	1.25908	-0.0470812	-0.501112
Ind2096	200	S	no	no	-0.434366	-1.13516	-0.507361
Ind2097	200	S	10.7218	18.6619	2.95414	1.63186	-0.431172
Ind2098	200	S	11.3823	33.0404	-0.335201	-0.207036	-0.0113418
Ind2099	200	S	no	no	-0.707141	-0.862733	-0.926848
